Speaker,Region,Phoneme,Sonority,Point of articulation,Vowel,Horizontal position,Vertical Position,Stress,Relative intensity
SD,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,29.7
SD,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,30.6
SD,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,25.3
SD,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,19.4
SD,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,23.4
SD,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,16.1
SD,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,32
SD,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,32.4
SD,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,26.3
SD,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,26.8
SD,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,24
SD,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,21.7
SD,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,23.9
SD,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,17.1
SD,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,36.7
SD,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,29.9
SD,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,24.8
SD,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,22
SD,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,33
SD,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,30
SD,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,25.9
SD,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,29.3
SD,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,28.7
SD,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,24.2
SD,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,24.5
SD,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,17
SD,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,28.3
SD,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,25.3
SD,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,18.5
SD,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,21.6
SD,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,29.5
SD,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,30.9
SD,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,19.5
SD,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,18.9
SC,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,13.8
SC,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,11
SC,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,7.6
SC,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,5.9
SC,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,13.8
SC,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,12.5
SC,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,12.4
SC,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,14
SC,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,13.9
SC,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,12.6
SC,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,12.9
SC,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,10.9
SC,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,13.8
SC,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,14.8
SC,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,13.5
SC,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,15.3
SC,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,9.1
SC,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,6.8
SC,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,8.6
SC,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,7.5
SC,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,27.3
SC,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,27.2
SC,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,21.9
SC,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,20
SC,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,27.9
SC,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,29.3
SC,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,32.9
SC,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,27.1
SC,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,30.2
SC,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,30.1
SC,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,24
SC,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,22.9
SC,Northcentral Spain,d,voiced,dental,a,central,low,stressed,20.8
SC,Northcentral Spain,d,voiced,dental,a,central,low,stressed,16.9
SC,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,7.8
SC,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,8
SC,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,11.3
SC,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,13.2
SC,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,10.9
SC,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,9.2
SC,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,10.7
SC,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,8.9
SC,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,12.2
SC,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,8.6
SC,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,16.1
SC,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,14.6
SC,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,12.7
SC,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,11.5
SC,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,13.1
SC,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,10.6
SC,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,13.3
SC,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,11
SC,Northcentral Spain,g,voiced,velar,a,central,low,stressed,20
SC,Northcentral Spain,g,voiced,velar,a,central,low,stressed,16.6
SC,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,14.2
SC,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,14.6
SC,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,13.3
SC,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,11
SC,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,13.1
SC,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,11
SC,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,16.5
SC,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,14.3
SC,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,15.5
SC,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,10.6
SC,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,15.2
SC,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,17.3
SC,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,14.1
SC,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,10
SC,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,6.8
SC,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,5.2
SC,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,10.8
SC,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,4.4
SC,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,36
SC,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,31.4
SC,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,25.2
SC,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,21.7
SC,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,32.9
SC,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,24.4
SC,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,25.6
SC,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,22.9
SC,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,22.1
SC,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,20.1
SC,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,23
SC,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,22.5
SC,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,32
SC,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,29.4
SC,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,26.4
SC,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,27.5
SC,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,28
SC,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,28.7
SC,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,20
SC,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,19.9
SC,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,26.4
SC,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,30.3
SC,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,25.1
SC,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,29.5
SC,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,21.5
SC,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,16.6
SC,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,6.7
SC,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,16.8
SC,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,31.9
SC,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,25.2
SC,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,24.9
SC,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,23.5
SC,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,29
SC,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,30.2
SC,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,24.7
SC,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,23.9
SC,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,27
SC,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,20.6
SC,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,21.8
SC,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,24.5
SC,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,28.8
SC,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,24.9
SC,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,24.3
SC,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,22.5
SC,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,25.6
SC,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,29.4
SC,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,19.3
SC,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,20.5
SB,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,9.9
SB,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,11.9
SB,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,1.7
SB,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,4.6
SB,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,17.3
SB,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,13.2
SB,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,8.7
SB,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,5.9
SB,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,12.5
SB,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,26.4
SB,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,9.3
SB,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,3.9
SB,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,20.6
SB,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,16.6
SB,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,7.1
SB,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,6.9
SB,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,15.2
SB,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,15
SB,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,7.4
SB,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,4.1
SB,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,23
SB,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,18.6
SB,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,14.5
SB,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,16.2
SB,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,23.3
SB,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,25.1
SB,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,15.7
SB,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,18.3
SB,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,19.6
SB,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,10.2
SB,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,12.1
SB,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,16
SB,Northcentral Spain,d,voiced,dental,a,central,low,stressed,17.9
SB,Northcentral Spain,d,voiced,dental,a,central,low,stressed,23.5
SB,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,17.1
SB,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,16.4
SB,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,18.6
SB,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,15.1
SB,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,9.8
SB,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,7.7
SB,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,11.2
SB,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,14.3
SB,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,14.8
SB,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,13
SB,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,7.5
SB,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,10.8
SB,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,6.5
SB,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,5.4
SB,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,17.4
SB,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,17.3
SB,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,7
SB,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,17.5
SB,Northcentral Spain,g,voiced,velar,a,central,low,stressed,19.8
SB,Northcentral Spain,g,voiced,velar,a,central,low,stressed,22
SB,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,17.1
SB,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,16.9
SB,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,13.6
SB,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,11.4
SB,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,15.7
SB,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,7.8
SB,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,14.6
SB,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,17.3
SB,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,10.4
SB,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,5.7
SB,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,12.3
SB,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,10.5
SB,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,10.3
SB,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,9.6
SB,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,11.1
SB,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,19.2
SB,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,5.5
SB,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,2.3
SB,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,18.8
SB,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,24
SB,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,15.2
SB,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,18
SB,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,23.9
SB,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,22.2
SB,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,21.6
SB,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,18.8
SB,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,24.2
SB,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,24.7
SB,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,15.1
SB,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,18.3
SB,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,19.9
SB,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,23.2
SB,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,19.4
SB,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,17.1
SB,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,20.8
SB,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,19.8
SB,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,15.4
SB,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,20.3
SB,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,20
SB,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,22.2
SB,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,15.4
SB,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,13.9
SB,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,17.4
SB,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,20.4
SB,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,15.9
SB,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,13.3
SB,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,27.5
SB,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,26.5
SB,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,24.7
SB,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,24.3
SB,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,27.1
SB,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,21.8
SB,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,15.4
SB,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,19.2
SB,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,19.1
SB,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,17.7
SB,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,17.2
SB,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,19.6
SB,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,18.9
SB,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,25.4
SB,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,18.6
SB,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,18.7
SB,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,23.1
SB,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,27.2
SB,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,16.7
SB,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,19.1
PB,Peru,b,voiced,bilabial,a,central,low,stressed,26
PB,Peru,b,voiced,bilabial,a,central,low,stressed,27.1
PB,Peru,b,voiced,bilabial,a,central,low,unstressed,8.9
PB,Peru,b,voiced,bilabial,a,central,low,unstressed,11.1
PB,Peru,b,voiced,bilabial,e,anterior,mid,stressed,20.7
PB,Peru,b,voiced,bilabial,e,anterior,mid,stressed,21.7
PB,Peru,b,voiced,bilabial,e,anterior,mid,unstressed,12
PB,Peru,b,voiced,bilabial,e,anterior,mid,unstressed,10.1
PB,Peru,b,voiced,bilabial,i,anterior,high,stressed,16.2
PB,Peru,b,voiced,bilabial,i,anterior,high,stressed,20.3
PB,Peru,b,voiced,bilabial,i,anterior,high,unstressed,11.3
PB,Peru,b,voiced,bilabial,i,anterior,high,unstressed,13.3
PB,Peru,b,voiced,bilabial,o,posterior,mid,stressed,19.7
PB,Peru,b,voiced,bilabial,o,posterior,mid,stressed,20
PB,Peru,b,voiced,bilabial,o,posterior,mid,unstressed,13.1
PB,Peru,b,voiced,bilabial,o,posterior,mid,unstressed,11.7
PB,Peru,b,voiced,bilabial,u,posterior,high,stressed,6.9
PB,Peru,b,voiced,bilabial,u,posterior,high,stressed,11.5
PB,Peru,b,voiced,bilabial,u,posterior,high,unstressed,8.7
PB,Peru,b,voiced,bilabial,u,posterior,high,unstressed,12.3
PB,Peru,k,voiceless,velar,a,central,low,stressed,29.4
PB,Peru,k,voiceless,velar,a,central,low,stressed,25.1
PB,Peru,k,voiceless,velar,a,central,low,unstressed,20.3
PB,Peru,k,voiceless,velar,a,central,low,unstressed,28.3
PB,Peru,k,voiceless,velar,o,posterior,mid,stressed,29.3
PB,Peru,k,voiceless,velar,o,posterior,mid,stressed,26.9
PB,Peru,k,voiceless,velar,o,posterior,mid,unstressed,28.8
PB,Peru,k,voiceless,velar,o,posterior,mid,unstressed,24.6
PB,Peru,k,voiceless,velar,u,posterior,high,stressed,22.5
PB,Peru,k,voiceless,velar,u,posterior,high,stressed,21.6
PB,Peru,k,voiceless,velar,u,posterior,high,unstressed,20.9
PB,Peru,k,voiceless,velar,u,posterior,high,unstressed,20.4
PB,Peru,d,voiced,dental,a,central,low,stressed,17
PB,Peru,d,voiced,dental,a,central,low,stressed,17.6
PB,Peru,d,voiced,dental,a,central,low,unstressed,9.8
PB,Peru,d,voiced,dental,a,central,low,unstressed,12.2
PB,Peru,d,voiced,dental,e,anterior,mid,stressed,15.1
PB,Peru,d,voiced,dental,e,anterior,mid,stressed,18.9
PB,Peru,d,voiced,dental,e,anterior,mid,unstressed,7.4
PB,Peru,d,voiced,dental,e,anterior,mid,unstressed,10
PB,Peru,d,voiced,dental,i,anterior,high,stressed,11.3
PB,Peru,d,voiced,dental,i,anterior,high,stressed,16
PB,Peru,d,voiced,dental,i,anterior,high,unstressed,9.2
PB,Peru,d,voiced,dental,i,anterior,high,unstressed,13.4
PB,Peru,d,voiced,dental,o,posterior,mid,stressed,15.2
PB,Peru,d,voiced,dental,o,posterior,mid,stressed,19.3
PB,Peru,d,voiced,dental,o,posterior,mid,unstressed,13
PB,Peru,d,voiced,dental,o,posterior,mid,unstressed,8.8
PB,Peru,d,voiced,dental,u,posterior,high,stressed,13.8
PB,Peru,d,voiced,dental,u,posterior,high,stressed,20.3
PB,Peru,d,voiced,dental,u,posterior,high,unstressed,9
PB,Peru,d,voiced,dental,u,posterior,high,unstressed,8.5
PB,Peru,g,voiced,velar,a,central,low,stressed,20.7
PB,Peru,g,voiced,velar,a,central,low,stressed,23.3
PB,Peru,g,voiced,velar,a,central,low,unstressed,7.9
PB,Peru,g,voiced,velar,a,central,low,unstressed,11.5
PB,Peru,g,voiced,velar,o,posterior,mid,stressed,21.1
PB,Peru,g,voiced,velar,o,posterior,mid,stressed,24.3
PB,Peru,g,voiced,velar,o,posterior,mid,unstressed,10.7
PB,Peru,g,voiced,velar,o,posterior,mid,unstressed,6.8
PB,Peru,g,voiced,velar,e,anterior,mid,stressed,24.5
PB,Peru,g,voiced,velar,e,anterior,mid,stressed,20.2
PB,Peru,g,voiced,velar,e,anterior,mid,unstressed,14.7
PB,Peru,g,voiced,velar,e,anterior,mid,unstressed,14.7
PB,Peru,g,voiced,velar,i,anterior,high,stressed,17.1
PB,Peru,g,voiced,velar,i,anterior,high,stressed,16.6
PB,Peru,g,voiced,velar,i,anterior,high,unstressed,14.3
PB,Peru,g,voiced,velar,i,anterior,high,unstressed,14.4
PB,Peru,g,voiced,velar,u,posterior,high,stressed,11.8
PB,Peru,g,voiced,velar,u,posterior,high,stressed,19.7
PB,Peru,g,voiced,velar,u,posterior,high,unstressed,3.1
PB,Peru,g,voiced,velar,u,posterior,high,unstressed,8.2
PB,Peru,p,voiceless,bilabial,a,central,low,stressed,29.4
PB,Peru,p,voiceless,bilabial,a,central,low,stressed,35.7
PB,Peru,p,voiceless,bilabial,a,central,low,unstressed,23.2
PB,Peru,p,voiceless,bilabial,a,central,low,unstressed,32.8
PB,Peru,p,voiceless,bilabial,e,anterior,mid,stressed,28
PB,Peru,p,voiceless,bilabial,e,anterior,mid,stressed,32.3
PB,Peru,p,voiceless,bilabial,e,anterior,mid,unstressed,24.9
PB,Peru,p,voiceless,bilabial,e,anterior,mid,unstressed,32.3
PB,Peru,p,voiceless,bilabial,i,anterior,high,stressed,25.6
PB,Peru,p,voiceless,bilabial,i,anterior,high,stressed,31
PB,Peru,p,voiceless,bilabial,i,anterior,high,unstressed,17.5
PB,Peru,p,voiceless,bilabial,i,anterior,high,unstressed,14.4
PB,Peru,p,voiceless,bilabial,o,posterior,mid,stressed,30.8
PB,Peru,p,voiceless,bilabial,o,posterior,mid,stressed,30.2
PB,Peru,p,voiceless,bilabial,o,posterior,mid,unstressed,24.8
PB,Peru,p,voiceless,bilabial,o,posterior,mid,unstressed,31.5
PB,Peru,p,voiceless,bilabial,u,posterior,high,stressed,23.6
PB,Peru,p,voiceless,bilabial,u,posterior,high,stressed,34.5
PB,Peru,p,voiceless,bilabial,u,posterior,high,unstressed,22.6
PB,Peru,p,voiceless,bilabial,u,posterior,high,unstressed,24.4
PB,Peru,k,voiceless,velar,e,anterior,mid,stressed,42.7
PB,Peru,k,voiceless,velar,e,anterior,mid,stressed,40.3
PB,Peru,k,voiceless,velar,e,anterior,mid,unstressed,17.6
PB,Peru,k,voiceless,velar,e,anterior,mid,unstressed,15.8
PB,Peru,k,voiceless,velar,i,anterior,high,stressed,18.3
PB,Peru,k,voiceless,velar,i,anterior,high,stressed,20.9
PB,Peru,k,voiceless,velar,i,anterior,high,unstressed,13.4
PB,Peru,k,voiceless,velar,i,anterior,high,unstressed,16.5
PB,Peru,t,voiceless,dental,a,central,low,stressed,30.9
